Models,Ability
LinearRegression,0.495193728
BayesianRidge,0.48422314725
SVR,0.4659766362499999
SVR.1,0.5077028320000001
SVR.2,0.5187659530000002
SVR.3,0.50783679025
SVR.4,0.5264993757499999
SVR.5,0.5023143527499999
SVR.6,0.5284917599999999
SVR.7,0.49285005375000007
SVR.8,0.514399754
SVR.9,0.5040112660000001
SVR.10,0.5241329557500001
SVR.11,0.500276857
SVR.12,0.49243734124999994
SVR.13,0.51406696275
SVR.14,0.47203827100000006
SVR.15,0.31212462975
SVR.16,0.27209864200000006
SVR.17,0.28158711425
SVR.18,0.25124206824999995
SVR.19,0.26263042025
KNeighborsRegressor,0.5044978440000001
KNeighborsRegressor.1,0.49765319950000003
KNeighborsRegressor.2,0.49396650899999994
KNeighborsRegressor.3,0.487916491
KNeighborsRegressor.4,0.49623917850000004
KNeighborsRegressor.5,0.49954729474999987
KNeighborsRegressor.6,0.4886340297499999
KNeighborsRegressor.7,0.5164172909999999
KNeighborsRegressor.8,0.4822501425000002
KNeighborsRegressor.9,0.5162368005000001
KNeighborsRegressor.10,0.4862056244999998
KNeighborsRegressor.11,0.5079156770000001
KNeighborsRegressor.12,0.5103883987499999
KNeighborsRegressor.13,0.49823421125000006
DecisionTreeRegressor,0.5010767920000001
DecisionTreeRegressor.1,0.5125003935000001
DecisionTreeRegressor.2,0.48481557225000005
DecisionTreeRegressor.3,0.5262210245000001
DecisionTreeRegressor.4,0.49229265624999996
DecisionTreeRegressor.5,0.5341313270000001
DecisionTreeRegressor.6,0.49515282674999994
DecisionTreeRegressor.7,0.5049538802500002
DecisionTreeRegressor.8,0.5054430969999999
DecisionTreeRegressor.9,0.5161702290000001
DecisionTreeRegressor.10,0.500194635
DecisionTreeRegressor.11,0.46654008650000006
DecisionTreeRegressor.12,0.46349224475
DecisionTreeRegressor.13,0.4881496582500001
RandomForestRegressor,0.51643794775
RandomForestRegressor.1,0.5018379167499998
RandomForestRegressor.2,0.49939536349999997
RandomForestRegressor.3,0.518083292
RandomForestRegressor.4,0.5407468427499998
RandomForestRegressor.5,0.51351533625
RandomForestRegressor.6,0.4953479852499999
RandomForestRegressor.7,0.51175213225
RandomForestRegressor.8,0.5208240677499999
RandomForestRegressor.9,0.49848283225
RandomForestRegressor.10,0.5041224842500001
RandomForestRegressor.11,0.5096013472500001
RandomForestRegressor.12,0.5029557085
RandomForestRegressor.13,0.521355096
RandomForestRegressor.14,0.47629150124999997
RandomForestRegressor.15,0.49472965224999993
RandomForestRegressor.16,0.496503974
RandomForestRegressor.17,0.4944396942500002
RandomForestRegressor.18,0.48643151500000015
RandomForestRegressor.19,0.49643910274999997
AdaBoostRegressor,0.4926305385
AdaBoostRegressor.1,0.50504298725
AdaBoostRegressor.2,0.4511525689999999
AdaBoostRegressor.3,0.48665065525000006
AdaBoostRegressor.4,0.52132519225
AdaBoostRegressor.5,0.47280470700000005
AdaBoostRegressor.6,0.5046285214999998
AdaBoostRegressor.7,0.4780037732499999
AdaBoostRegressor.8,0.472504244
AdaBoostRegressor.9,0.52978421375
AdaBoostRegressor.10,0.48826753600000006
AdaBoostRegressor.11,0.50304185425
MLPRegressor,0.50189281375
MLPRegressor.1,0.5454180982500001
MLPRegressor.2,0.5325341117499999
MLPRegressor.3,0.5259791087500001
MLPRegressor.4,0.4697689424999999
MLPRegressor.5,0.47768588675000007
MLPRegressor.6,0.502964131
MLPRegressor.7,0.49401292575000005
MLPRegressor.8,0.49336128200000007
MLPRegressor.9,0.50575547025
MLPRegressor.10,0.49952105924999995
MLPRegressor.11,0.4793678092500001
MLPRegressor.12,0.48121331025000014
MLPRegressor.13,0.47682825900000003
MLPRegressor.14,0.5096868055000001
MLPRegressor.15,0.5160718462500002
Average,0.54103367325
Optimal,0.6435837904999999
Worst,0.2660233137500001
